sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.165,64.120.167.210,2079,53,17,2,174,65,239,119.5,54.5,0.10634994506835938,0.10634994506835938,0.10634994506835938,0.10634994506835938,0.0,1,1.0,1,65,65,65,65,0.0,65,1,174,174,174,174,0.0,174,
147.32.84.165,91.206.222.72,3952,25,6,3,48,48,144,48.0,0.0,6.008600950241089,3.003403902053833,9.012004852294922,4.506002426147461,1.502598524093628,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,87.242.79.74,4058,25,6,3,48,48,144,48.0,0.0,6.008504867553711,3.004568099975586,9.013072967529297,4.506536483764648,1.5019683837890625,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.190.1,2234,25,6,3,48,48,144,48.0,0.0,6.227016925811768,2.9960169792175293,9.223033905029297,4.611516952514648,1.6154999732971191,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.237.139,1316,25,6,3,48,48,144,48.0,0.0,5.908423900604248,3.004271984100342,8.91269588470459,4.456347942352295,1.4520759582519531,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,67.231.152.47,4721,25,6,3,48,48,144,48.0,0.0,6.033249855041504,2.9997119903564453,9.03296184539795,4.516480922698975,1.5167689323425293,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,4845,4506,6,3,48,48,144,48.0,0.0,5.918071031570435,3.011698007583618,8.929769039154053,4.464884519577026,1.4531865119934082,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.65,3806,25,6,3,48,48,144,48.0,0.0,6.008471965789795,3.0044798851013184,9.012951850891113,4.506475925445557,1.5019960403442383,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.208.5.90,4393,25,6,3,48,48,144,48.0,0.0,6.00874400138855,2.9275012016296387,8.936245203018188,4.468122601509094,1.5406213998794556,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.135.37.96,1929,25,6,3,48,48,144,48.0,0.0,6.009260892868042,2.999783992767334,9.009044885635376,4.504522442817688,1.504738450050354,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,217.163.21.36,2233,80,6,10,528,40,1229,122.9,165.88336263772806,0.04580211639404297,0.00019502639770507812,0.14924311637878418,0.016582568486531574,0.020813830394064762,5,0.5555555555555556,5,365,40,533,106.6,129.23714636280081,48,5,528,40,696,139.2,194.42468979016016,48,
147.32.84.165,205.188.146.194,4500,25,6,3,48,48,144,48.0,0.0,6.008630990982056,2.9988601207733154,9.007491111755371,4.5037455558776855,1.5048854351043701,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.96.45,147.32.84.165,2106,21,6,2,60,40,100,50.0,10.0,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,40,40,40,40,0.0,40,
147.32.84.165,209.85.143.27,1178,25,6,3,48,48,144,48.0,0.0,6.008960008621216,3.0043540000915527,9.013314008712769,4.506657004356384,1.5023030042648315,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.237.64,3138,25,6,3,48,48,144,48.0,0.0,6.0088160037994385,3.0044188499450684,9.013234853744507,4.506617426872253,1.502198576927185,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,203.188.197.119,4308,25,6,3,48,48,144,48.0,0.0,6.009117126464844,3.0042459964752197,9.013363122940063,4.506681561470032,1.502435564994812,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,195.245.231.121,2077,53,17,2,385,73,458,229.0,156.0,0.01673412322998047,0.01673412322998047,0.01673412322998047,0.01673412322998047,0.0,1,1.0,1,73,73,73,73,0.0,73,1,385,385,385,385,0.0,385,
147.32.84.165,194.8.160.10,2079,53,17,2,194,61,255,127.5,66.5,0.05035400390625,0.05035400390625,0.05035400390625,0.05035400390625,0.0,1,1.0,1,61,61,61,61,0.0,61,1,194,194,194,194,0.0,194,
147.32.84.165,222.88.205.195,1359,443,6,3,48,48,144,48.0,0.0,6.008606910705566,2.9337589740753174,8.942365884780884,4.471182942390442,1.5374239683151245,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,95.100.248.96,3728,80,6,12,1500,40,4401,366.75,498.8411779648241,8.952356100082397,1.7881393432617188e-05,9.17658805847168,0.83423527804288,2.5675063448897415,6,0.5454545454545454,6,600,40,1289,214.83333333333334,245.50113147510248,48,6,1500,40,3112,518.6666666666666,625.5053068431066,48,
147.32.84.165,79.137.226.103,2096,25,6,3,48,48,144,48.0,0.0,6.008569955825806,3.0045859813690186,9.013155937194824,4.506577968597412,1.5019919872283936,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.156.193,1730,25,6,3,48,48,144,48.0,0.0,6.008279800415039,3.0045859813690186,9.012865781784058,4.506432890892029,1.5018469095230103,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,79.113.190.202,1735,6667,6,2,48,48,96,48.0,0.0,3.0056588649749756,3.0056588649749756,3.0056588649749756,3.0056588649749756,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,174.133.57.141,3575,80,6,22,1500,40,3680,167.27272727272728,316.74583757302116,8969.70635509491,4.0531158447265625e-06,9172.231570959091,436.7729319504329,1908.37604634382,14,0.6666666666666666,12,398,40,1212,101.0,132.85455706649032,48,10,1500,40,2468,246.8,433.5273463116254,48,
147.32.84.165,212.117.174.7,2625,4506,6,3,48,48,144,48.0,0.0,6.010791063308716,3.004760980606079,9.015552043914795,4.5077760219573975,1.5030150413513184,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.96.45,147.32.84.165,2137,21,6,2,60,40,100,50.0,10.0,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,40,40,40,40,0.0,40,
147.32.84.165,184.82.193.26,2077,53,17,2,168,59,227,113.5,54.5,0.10693120956420898,0.10693120956420898,0.10693120956420898,0.10693120956420898,0.0,1,1.0,1,59,59,59,59,0.0,59,1,168,168,168,168,0.0,168,
147.32.84.165,64.236.79.229,2403,80,6,9,707,40,1464,162.66666666666666,232.5783022267268,0.11937689781188965,1.6927719116210938e-05,0.3562741279602051,0.044534265995025635,0.057029584228017266,5,0.625,5,707,40,875,175.0,266.01804450074434,48,4,461,40,589,147.25,181.17308712940783,48,
147.32.84.165,67.222.12.183,4887,25,6,3,48,48,144,48.0,0.0,6.029160976409912,2.918410062789917,8.947571039199829,4.4737855195999146,1.5553754568099976,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,87.242.79.74,2627,25,6,3,48,48,144,48.0,0.0,6.007385015487671,2.9018728733062744,8.909257888793945,4.454628944396973,1.5527560710906982,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,193.41.86.178,2077,53,17,2,134,57,191,95.5,38.5,0.05834507942199707,0.05834507942199707,0.05834507942199707,0.05834507942199707,0.0,1,1.0,1,57,57,57,57,0.0,57,1,134,134,134,134,0.0,134,
147.32.84.165,64.12.90.97,3526,25,6,3,48,48,144,48.0,0.0,5.6995460987091064,3.830601930618286,9.530148029327393,4.765074014663696,0.9344720840454102,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.59.194,2819,25,6,3,48,48,144,48.0,0.0,5.908375024795532,3.004251003265381,8.912626028060913,4.4563130140304565,1.4520620107650757,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,1401,25,6,3,48,48,144,48.0,0.0,5.908474922180176,3.0043458938598633,8.912820816040039,4.4564104080200195,1.4520645141601562,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.65,4897,25,6,3,48,48,144,48.0,0.0,5.90827488899231,2.9322221279144287,8.840497016906738,4.420248508453369,1.4880263805389404,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.171.138,4791,65500,6,61,1500,40,43339,710.4754098360655,727.258034947242,2.6682281494140625,1.7881393432617188e-05,8.985016107559204,0.14975026845932007,0.41074199489006225,22,0.36666666666666664,28,48,40,1130,40.357142857142854,1.5169114701140587,48,33,1500,40,42209,1279.060606060606,522.8394469012417,48,
147.32.84.165,207.115.36.21,4211,25,6,3,48,48,144,48.0,0.0,6.019150018692017,2.9634461402893066,8.982596158981323,4.491298079490662,1.527851939201355,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,72.16.141.187,4820,25,6,3,48,48,144,48.0,0.0,6.019188165664673,3.0004308223724365,9.01961898803711,4.509809494018555,1.5093786716461182,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,84.52.96.21,2079,53,17,4,218,59,554,138.5,79.5,1872.5950450897217,0.07238006591796875,1872.7400062084198,624.2466687361399,882.7156022028378,3,1.0,2,59,59,118,59.0,0.0,59,2,218,218,436,218.0,0.0,218,
147.32.84.165,62.231.15.143,4817,25,6,6,48,48,288,48.0,0.0,1263.5652000904083,3.0044329166412354,1281.5915200710297,256.3183040142059,503.6252401072162,0,0.0,6,48,48,288,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.33,3785,25,6,3,48,48,144,48.0,0.0,6.00858211517334,3.0042009353637695,9.01278305053711,4.506391525268555,1.5021905899047852,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.236.79.229,3436,80,6,9,762,40,1519,168.77777777777777,247.07163953341222,0.11966300010681152,7.867813110351562e-06,0.36137890815734863,0.04517236351966858,0.05661958156819767,5,0.625,5,762,40,930,186.0,288.0166661844415,48,4,461,40,589,147.25,181.17308712940783,48,
147.32.84.165,77.238.184.241,2612,25,6,3,48,48,144,48.0,0.0,6.008448123931885,3.0045409202575684,9.012989044189453,4.506494522094727,1.5019536018371582,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.97,4371,25,6,3,48,48,144,48.0,0.0,6.006453037261963,3.0065410137176514,9.012994050979614,4.506497025489807,1.4999560117721558,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.125.232.217,2464,80,6,8,771,40,1765,220.625,308.3605590457379,14.700621128082275,0.00032806396484375,14.901999950408936,2.128857135772705,5.132652188318858,4,0.5714285714285714,5,771,40,939,187.8,291.61646044076457,48,3,738,40,826,275.3333333333333,327.1710391964559,48,
147.32.84.165,70.38.78.73,4539,6667,6,3,48,48,144,48.0,0.0,6.008487939834595,3.0040879249572754,9.01257586479187,4.506287932395935,1.5022000074386597,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.96.45,147.32.84.165,2055,21,6,2,60,40,100,50.0,10.0,0.0004189014434814453,0.0004189014434814453,0.0004189014434814453,0.0004189014434814453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,40,40,40,40,0.0,40,
147.32.84.165,205.188.59.193,3800,25,6,3,48,48,144,48.0,0.0,6.008574962615967,3.004470109939575,9.013045072555542,4.506522536277771,1.5020524263381958,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.65,2789,25,6,3,48,48,144,48.0,0.0,6.008568048477173,3.00382399559021,9.012392044067383,4.506196022033691,1.5023720264434814,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,81.9.5.211,2077,53,17,2,172,64,236,118.0,54.0,0.0541379451751709,0.0541379451751709,0.0541379451751709,0.0541379451751709,0.0,1,1.0,1,64,64,64,64,0.0,64,1,172,172,172,172,0.0,172,
147.32.84.165,212.117.174.7,2115,4506,6,3,48,48,144,48.0,0.0,6.00829291343689,3.0046699047088623,9.012962818145752,4.506481409072876,1.5018115043640137,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,1337,4506,6,3,48,48,144,48.0,0.0,6.00908088684082,3.0039010047912598,9.01298189163208,4.50649094581604,1.5025899410247803,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,77.67.63.105,2079,53,17,8,260,65,1156,144.5,80.495341480113,7368.458525896072,0.02354121208190918,7369.095658063889,1052.7279511519841,2578.3862127815573,7,1.0,4,73,65,272,68.0,3.0,65,4,260,181,884,221.0,35.29164207004259,191,
147.32.84.165,209.85.143.27,1871,25,6,3,48,48,144,48.0,0.0,6.0085060596466064,3.0035901069641113,9.012096166610718,4.506048083305359,1.5024579763412476,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,173.192.170.88,3264,80,6,20,301,40,1922,96.1,94.38002966729773,41.25294208526611,0.0001659393310546875,121.65699982643127,6.402999990864804,13.601365844651495,12,0.631578947368421,12,227,40,1056,88.0,80.11138079782006,48,8,301,40,866,108.25,111.33816731022655,48,
147.32.84.165,195.2.64.38,2079,53,17,46,319,52,5489,119.32608695652173,66.80277732700291,5751.237993955612,0.016613006591796875,11656.249579906464,259.02776844236587,893.7021652036346,41,0.9111111111111111,23,67,52,1352,58.78260869565217,3.7411521329215947,57,23,319,118,4137,179.8695652173913,39.75173427753599,152,
147.32.84.165,74.125.159.27,1619,25,6,3,48,48,144,48.0,0.0,6.008656978607178,3.004962921142578,9.013619899749756,4.506809949874878,1.5018470287322998,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,206.46.232.11,4937,25,6,3,48,48,144,48.0,0.0,5.908807039260864,3.0039761066436768,8.912783145904541,4.4563915729522705,1.4524154663085938,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.171.138,1395,65500,6,19,781,40,2228,117.26315789473684,218.10954324188936,11.838189125061035,1.8835067749023438e-05,18.190048933029175,1.0105582740571764,2.744591379860363,12,0.6666666666666666,10,724,40,1104,110.4,204.5635353624883,48,9,781,40,1124,124.88888888888889,231.9978182102603,48,
147.32.84.165,174.122.29.35,3702,25,6,6,48,48,288,48.0,0.0,913.3176939487457,3.0039849281311035,931.344554901123,186.2689109802246,363.5268749828775,0,0.0,6,48,48,288,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.143.27,2198,25,6,3,48,48,144,48.0,0.0,5.360065937042236,3.036454200744629,8.396520137786865,4.198260068893433,1.1618058681488037,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.175.136,4057,587,6,30,900,40,3084,102.8,168.86985126619456,29.887508869171143,1.5974044799804688e-05,32.408793926239014,1.1175446181461728,5.437429461153685,25,0.8620689655172413,14,900,40,1565,111.78571428571429,218.84997423918009,48,16,462,40,1519,94.9375,106.90443673557239,48,
147.32.84.165,65.54.188.72,4664,25,6,3,48,48,144,48.0,0.0,6.00915002822876,2.9208168983459473,8.929966926574707,4.4649834632873535,1.5441665649414062,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.146.194,1089,25,6,3,48,48,144,48.0,0.0,6.17836594581604,3.695971965789795,9.874337911605835,4.9371689558029175,1.2411969900131226,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,3850,25,6,3,48,48,144,48.0,0.0,6.008542060852051,2.9005589485168457,8.909101009368896,4.454550504684448,1.5539915561676025,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,208.73.210.29,4144,80,6,52,1492,40,35762,687.7307692307693,662.8006753218501,10.184998989105225,3.0994415283203125e-06,12.58830213546753,0.24682945363661823,1.408239139172004,16,0.3137254901960784,23,1219,40,2940,127.82608695652173,263.31938817534103,48,29,1492,40,32822,1131.7931034482758,535.6336485599829,44,
147.32.84.165,212.117.174.7,2571,4506,6,3,48,48,144,48.0,0.0,6.004706144332886,3.00425386428833,9.008960008621216,4.504480004310608,1.5002261400222778,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,31.192.109.167,3942,80,6,10,269,40,839,83.9,84.2216717953283,0.07898783683776855,1.5020370483398438e-05,0.23883914947509766,0.02653768327501085,0.03572317429692646,5,0.5555555555555556,5,269,40,437,87.4,90.85284805662396,48,5,234,40,402,80.4,76.86247458935992,48,
147.32.84.165,178.125.252.68,1114,6667,6,6,48,40,264,44.0,4.0,0.4309670925140381,0.0695350170135498,1.0709521770477295,0.2141904354095459,0.17699092205123493,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40,
147.32.84.165,216.32.181.178,4318,25,6,3,48,48,144,48.0,0.0,6.008776903152466,3.0038840770721436,9.01266098022461,4.506330490112305,1.5024464130401611,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,1420,25,6,3,48,48,144,48.0,0.0,6.008907079696655,2.9527180194854736,8.961625099182129,4.4808125495910645,1.5280945301055908,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,117.207.5.248,1084,6667,6,4,48,40,176,44.0,4.0,0.4970409870147705,0.20215082168579102,1.0027990341186523,0.33426634470621747,0.12232480969010576,3,1.0,2,48,48,96,48.0,0.0,48,2,40,40,80,40.0,0.0,40,
147.32.84.165,81.169.145.102,1803,25,6,3,48,48,144,48.0,0.0,6.009040832519531,3.00415301322937,9.013193845748901,4.506596922874451,1.5024439096450806,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,65.54.188.72,4697,25,6,3,48,48,144,48.0,0.0,6.009016990661621,3.004366874694824,9.013383865356445,4.506691932678223,1.5023250579833984,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,4488,4506,6,3,48,48,144,48.0,0.0,6.006376028060913,3.0062668323516846,9.012642860412598,4.506321430206299,1.5000545978546143,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,195.113.232.98,4830,80,6,12,1500,40,4252,354.3333333333333,511.2548831605969,14.554143905639648,1.0013580322265625e-05,14.789000988006592,1.3444546352733264,4.177501112808488,6,0.5454545454545454,6,539,40,1176,196.0,218.74261892309264,48,6,1500,40,3076,512.6666666666666,651.7483324787943,48,
147.32.84.165,71.74.56.243,4980,25,6,3,48,48,144,48.0,0.0,6.007883787155151,3.005162000656128,9.01304578781128,4.50652289390564,1.5013608932495117,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.103.1,2173,25,6,3,48,48,144,48.0,0.0,6.008764982223511,3.004457950592041,9.013222932815552,4.506611466407776,1.5021535158157349,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,217.69.210.242,2079,53,17,4,118,60,345,86.25,24.47830672248389,0.07363295555114746,0.0007882118225097656,0.14770197868347168,0.04923399289449056,0.03425664197541255,3,1.0,2,65,60,125,62.5,2.5,60,2,118,102,220,110.0,8.0,118,
147.32.84.165,64.12.90.98,4234,25,6,3,48,48,144,48.0,0.0,6.0107481479644775,3.0048298835754395,9.015578031539917,4.5077890157699585,1.502959132194519,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,1782,4506,6,3,48,48,144,48.0,0.0,6.009428024291992,2.984171152114868,8.99359917640686,4.49679958820343,1.512628436088562,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,4652,25,6,3,48,48,144,48.0,0.0,6.0087292194366455,3.0021889209747314,9.010918140411377,4.5054590702056885,1.503270149230957,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,3786,25,6,3,48,48,144,48.0,0.0,6.00797700881958,3.005415916442871,9.013392925262451,4.506696462631226,1.5012805461883545,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,78.153.48.99,2269,6667,6,2,48,48,96,48.0,0.0,3.0036308765411377,3.0036308765411377,3.0036308765411377,3.0036308765411377,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,98.137.54.238,4821,25,6,3,48,48,144,48.0,0.0,5.904552221298218,3.007797956466675,8.912350177764893,4.456175088882446,1.4483771324157715,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,79.174.74.74,2079,53,17,90,310,53,8267,91.85555555555555,76.10819215813923,5790.292369127274,0.0002300739288330078,11819.221867799759,132.80024570561528,667.1379626842465,35,0.39325842696629215,70,62,53,4041,57.72857142857143,2.6881827561779295,59,20,310,108,4226,211.3,87.73545463494217,136,
147.32.84.165,46.4.74.176,2079,53,17,48,272,54,7044,146.75,96.68214674902497,2346.197769880295,0.0007190704345703125,3614.975774049759,76.91437817127147,359.442286867613,47,1.0,24,61,54,1435,59.791666666666664,2.4148700218071006,55,24,272,137,5609,233.70833333333334,59.712142237199586,138,
147.32.84.165,209.85.225.27,2662,25,6,3,48,48,144,48.0,0.0,6.00812292098999,3.004715919494629,9.01283884048462,4.50641942024231,1.5017035007476807,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,62.75.192.97,4519,25,6,3,48,48,144,48.0,0.0,6.008239984512329,2.904387950897217,8.912627935409546,4.456313967704773,1.5519260168075562,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,50.22.198.84,2467,80,6,8,896,40,2041,255.125,368.0072816874688,0.12381792068481445,0.0003941059112548828,0.3680288791656494,0.05257555416652134,0.059871465434403415,5,0.7142857142857143,5,896,40,1064,212.8,341.61405123325943,48,3,889,40,977,325.6666666666667,398.3502088475527,48,
147.32.84.165,195.47.247.195,2165,25,6,3,48,48,144,48.0,0.0,6.008704900741577,3.004223108291626,9.012928009033203,4.506464004516602,1.5022408962249756,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,204.45.66.195,1173,25,6,3,48,48,144,48.0,0.0,6.008666038513184,3.004395008087158,9.013061046600342,4.506530523300171,1.5021355152130127,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,61.17.216.7,3472,6667,6,2,48,48,96,48.0,0.0,3.0034401416778564,3.0034401416778564,3.0034401416778564,3.0034401416778564,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.238.147,1719,25,6,3,48,48,144,48.0,0.0,6.008059024810791,3.004329204559326,9.012388229370117,4.506194114685059,1.5018649101257324,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,3020,25,6,3,48,48,144,48.0,0.0,6.008737802505493,3.0043110847473145,9.013048887252808,4.506524443626404,1.5022133588790894,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,2788,25,6,3,48,48,144,48.0,0.0,6.009439945220947,3.0042521953582764,9.013692140579224,4.506846070289612,1.5025938749313354,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.238.147,1539,25,6,3,48,48,144,48.0,0.0,6.008538007736206,3.004462957382202,9.013000965118408,4.506500482559204,1.502037525177002,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,67.195.168.230,2261,25,6,3,48,48,144,48.0,0.0,5.626996040344238,2.3864800930023193,8.013476133346558,4.006738066673279,1.6202579736709595,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,94.228.131.140,3478,25,6,3,48,48,144,48.0,0.0,6.008280992507935,2.9312241077423096,8.939505100250244,4.469752550125122,1.5385284423828125,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.143.27,1491,25,6,3,48,48,144,48.0,0.0,6.0087058544158936,3.0028319358825684,9.011537790298462,4.505768895149231,1.5029369592666626,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.96.45,147.32.84.165,2094,21,6,2,60,40,100,50.0,10.0,0.0003249645233154297,0.0003249645233154297,0.0003249645233154297,0.0003249645233154297,0.0,1,1.0,1,60,60,60,60,0.0,60,1,40,40,40,40,0.0,40,
147.32.84.165,199.124.61.3,1037,25,6,3,48,48,144,48.0,0.0,6.008774995803833,3.004305839538574,9.013080835342407,4.506540417671204,1.5022345781326294,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,3504,25,6,3,48,48,144,48.0,0.0,6.008635997772217,3.004305124282837,9.012941122055054,4.506470561027527,1.50216543674469,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,2678,25,6,3,48,48,144,48.0,0.0,6.008543014526367,2.921947956085205,8.930490970611572,4.465245485305786,1.543297529220581,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,98.139.175.225,3944,25,6,3,48,48,144,48.0,0.0,5.910372018814087,2.944355010986328,8.854727029800415,4.4273635149002075,1.4830085039138794,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,98.139.175.224,4493,25,6,3,48,48,144,48.0,0.0,6.008983135223389,3.004293918609619,9.013277053833008,4.506638526916504,1.5023446083068848,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,192.228.79.201,2079,53,17,89,527,53,21831,245.2921348314607,198.08159720585417,5801.6582589149475,0.00022602081298828125,11838.693589925766,134.53060897642916,637.3064158943508,65,0.7386363636363636,46,67,53,2812,61.130434782608695,3.517711061942437,61,43,527,267,19019,442.30232558139534,78.11575634877089,463,
147.32.84.165,69.4.235.115,2077,53,17,4,147,63,420,105.0,42.0,9.020857095718384,0.20080995559692383,9.422739028930664,3.1409130096435547,4.157748337637305,3,1.0,2,63,63,126,63.0,0.0,63,2,147,147,294,147.0,0.0,147,
