sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.134,147.32.80.9,49794,53,17,2,102,58,160,80.0,22.0,0.16321802139282227,0.16321802139282227,0.16321802139282227,0.16321802139282227,0.0,1,1.0,1,58,58,58,58,0.0,58,1,102,102,102,102,0.0,102
147.32.84.170,195.24.232.205,40896,80,6,10,384,52,1079,107.9,111.1867348203013,0.12285804748535156,0.00012493133544921875,0.26783108711242676,0.029759009679158527,0.03694191011417649,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60
147.32.84.170,209.85.149.82,53164,80,6,57,1470,52,26060,457.1929824561403,600.9344313882731,45.115747928619385,3.814697265625e-06,242.98583102226257,4.339032696826117,12.900953412781744,21,0.375,29,635,52,2461,84.86206896551724,123.13147560788246,60,28,1470,52,23599,842.8214285714286,653.5656625428711,60
147.32.84.170,147.32.80.9,37772,53,17,2,132,61,193,96.5,35.5,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0,1,1.0,1,61,61,61,61,0.0,61,1,132,132,132,132,0.0,132
147.32.84.170,147.32.80.9,54151,53,17,2,348,62,410,205.0,143.0,0.0004661083221435547,0.0004661083221435547,0.0004661083221435547,0.0004661083221435547,0.0,1,1.0,1,62,62,62,62,0.0,62,1,348,348,348,348,0.0,348
147.32.84.170,209.85.148.105,52166,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.008708000183105469,7.605552673339844e-05,0.0176851749420166,0.002947529157002767,0.004007327764203698,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60
147.32.84.134,92.123.64.128,45158,443,6,17,1024,52,2818,165.76470588235293,244.1979740272862,29.771234035491943,4.0531158447265625e-06,31.005594968795776,1.937849685549736,7.1900970112917095,8,0.5,10,251,52,925,92.5,79.03575140403234,60,7,1024,52,1893,270.42857142857144,342.45535981991543,60
147.32.84.170,81.222.128.22,44949,80,6,10,671,52,1637,163.7,221.55001692620112,0.05378913879394531,7.867813110351562e-06,0.17837309837341309,0.019819233152601454,0.024306548518181047,5,0.5555555555555556,5,534,52,750,150.0,192.0249983726077,60,5,671,52,887,177.4,246.8194481802437,60
147.32.84.170,89.167.251.252,39281,80,6,10,378,52,1109,110.9,115.20455720152741,0.1239771842956543,0.00017499923706054688,0.23085498809814453,0.02565055423312717,0.038137614185519385,6,0.6666666666666666,6,299,52,567,94.5,91.50182147549486,60,4,378,52,542,135.5,140.04552831133168,60
147.32.84.170,147.32.80.9,46758,53,17,2,147,77,224,112.0,35.0,0.02709507942199707,0.02709507942199707,0.02709507942199707,0.02709507942199707,0.0,1,1.0,1,77,77,77,77,0.0,77,1,147,147,147,147,0.0,147
147.32.84.134,92.123.64.120,60196,443,6,17,1024,52,2818,165.76470588235293,244.1979740272862,29.777022123336792,4.0531158447265625e-06,33.31926989555359,2.0824543684720993,7.193198552738092,8,0.5,10,251,52,925,92.5,79.03575140403234,60,7,1024,52,1893,270.42857142857144,342.45535981991543,60
147.32.84.170,147.32.80.9,60546,53,17,2,290,83,373,186.5,103.5,0.010123968124389648,0.010123968124389648,0.010123968124389648,0.010123968124389648,0.0,1,1.0,1,83,83,83,83,0.0,83,1,290,290,290,290,0.0,290
147.32.84.134,160.68.205.252,48226,80,6,29,1500,40,8225,283.62068965517244,511.7306951898863,45.0859100818634,4.0531158447265625e-06,303.04212403297424,10.82293300117765,18.851515496022174,20,0.7142857142857143,16,457,40,1077,67.3125,100.73276449968996,60,13,1500,40,7148,549.8461538461538,665.7449091233583,44
147.32.84.164,147.32.80.9,59184,53,17,2,478,65,543,271.5,206.5,0.0003769397735595703,0.0003769397735595703,0.0003769397735595703,0.0003769397735595703,0.0,1,1.0,1,65,65,65,65,0.0,65,1,478,478,478,478,0.0,478
147.32.84.164,147.32.80.9,58387,53,17,2,61,61,122,61.0,0.0,0.2468271255493164,0.2468271255493164,0.2468271255493164,0.2468271255493164,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.134,80.239.149.19,32883,443,6,65,1500,52,21748,334.5846153846154,483.6008809659117,45.11353802680969,2.1457672119140625e-06,441.0331220626831,6.8911425322294235,15.711607480564387,35,0.546875,35,697,52,6277,179.34285714285716,229.80065185250612,60,30,1500,52,15471,515.7,619.8296083064548,60
147.32.84.164,74.125.232.205,35939,80,6,177,1470,40,114977,649.5875706214689,607.454580351604,45.10458183288574,3.0994415283203125e-06,295.2482659816742,1.677546965804967,7.682378723979834,93,0.5284090909090909,95,1355,52,54129,569.7789473684211,633.9819884366194,60,82,1470,40,60848,742.0487804878048,561.1771143926177,60
147.32.84.170,147.32.80.9,55931,53,17,2,61,61,122,61.0,0.0,0.2471458911895752,0.2471458911895752,0.2471458911895752,0.2471458911895752,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.164,147.32.80.9,42936,53,17,2,113,58,171,85.5,27.5,0.0004050731658935547,0.0004050731658935547,0.0004050731658935547,0.0004050731658935547,0.0,1,1.0,1,58,58,58,58,0.0,58,1,113,113,113,113,0.0,113
147.32.84.164,77.78.99.21,38782,80,6,9,850,40,1830,203.33333333333334,301.0883960271837,0.0010669231414794922,7.796287536621094e-05,0.003904104232788086,0.00048801302909851074,0.00037309528111325956,5,0.625,5,850,40,1030,206.0,322.0931542271583,60,4,672,40,800,200.0,272.52889755033317,48
147.32.84.134,147.32.80.9,41661,53,17,2,164,70,234,117.0,47.0,0.00019097328186035156,0.00019097328186035156,0.00019097328186035156,0.00019097328186035156,0.0,1,1.0,1,70,70,70,70,0.0,70,1,164,164,164,164,0.0,164
147.32.84.170,209.85.148.105,47835,443,6,16,881,52,2453,153.3125,226.99193783865982,0.22501802444458008,6.9141387939453125e-06,0.31352686882019043,0.02090179125467936,0.05582209977295804,9,0.6,8,570,52,1050,131.25,169.0353143576809,60,8,881,52,1403,175.375,271.11664348578825,60
147.32.84.170,147.32.80.9,52527,53,17,2,474,61,535,267.5,206.5,0.0003559589385986328,0.0003559589385986328,0.0003559589385986328,0.0003559589385986328,0.0,1,1.0,1,61,61,61,61,0.0,61,1,474,474,474,474,0.0,474
147.32.84.134,2.21.98.110,44869,443,6,16,505,52,1770,110.625,119.42721371195093,29.950235843658447,1.2159347534179688e-05,33.489232778549194,2.232615518569946,7.456742203515385,7,0.4666666666666667,8,280,52,711,88.875,74.70849600279743,60,8,505,52,1059,132.375,148.3180177018288,60
147.32.84.170,147.32.80.9,57258,53,17,4,129,64,380,95.0,29.248931604419333,589.1722228527069,0.00025200843811035156,589.1728279590607,196.39094265302023,277.73830675233495,3,1.0,2,68,64,132,66.0,2.0,64,2,129,119,248,124.0,5.0,119
147.32.84.164,147.32.80.9,41031,53,17,2,173,74,247,123.5,49.5,0.33907198905944824,0.33907198905944824,0.33907198905944824,0.33907198905944824,0.0,1,1.0,1,74,74,74,74,0.0,74,1,173,173,173,173,0.0,173
147.32.84.134,92.123.64.178,43501,443,6,15,505,52,1721,114.73333333333333,122.62162216437288,29.938945055007935,4.0531158447265625e-06,33.49680495262146,2.392628925187247,7.690825329854658,7,0.5,7,283,52,662,94.57142857142857,79.48019904867078,60,8,505,52,1059,132.375,148.3180177018288,60
147.32.84.134,2.21.99.206,42674,443,6,18,1500,52,3685,204.72222222222223,340.0927660303477,29.774996042251587,4.0531158447265625e-06,30.018782138824463,1.7658107140484978,7.002451434802562,8,0.47058823529411764,10,250,52,921,92.1,78.23867330163517,60,8,1500,52,2764,345.5,465.7437600226116,60
147.32.84.164,147.32.80.9,47297,53,17,2,164,60,224,112.0,52.0,0.00036597251892089844,0.00036597251892089844,0.00036597251892089844,0.00036597251892089844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,164,164,164,164,0.0,164
147.32.84.170,147.32.80.9,51375,53,17,2,312,60,372,186.0,126.0,0.0006690025329589844,0.0006690025329589844,0.0006690025329589844,0.0006690025329589844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,147.32.80.9,55960,53,17,2,130,65,195,97.5,32.5,0.00028777122497558594,0.00028777122497558594,0.00028777122497558594,0.00028777122497558594,0.0,1,1.0,1,65,65,65,65,0.0,65,1,130,130,130,130,0.0,130
147.32.84.134,147.32.80.9,39272,53,17,2,259,71,330,165.0,94.0,0.0003991127014160156,0.0003991127014160156,0.0003991127014160156,0.0003991127014160156,0.0,1,1.0,1,71,71,71,71,0.0,71,1,259,259,259,259,0.0,259
147.32.84.164,147.32.80.9,51866,53,17,2,138,63,201,100.5,37.5,0.002566099166870117,0.002566099166870117,0.002566099166870117,0.002566099166870117,0.0,1,1.0,1,63,63,63,63,0.0,63,1,138,138,138,138,0.0,138
147.32.84.170,147.32.80.9,50817,53,17,2,156,72,228,114.0,42.0,0.03681492805480957,0.03681492805480957,0.03681492805480957,0.03681492805480957,0.0,1,1.0,1,72,72,72,72,0.0,72,1,156,156,156,156,0.0,156
147.32.84.170,147.32.80.9,34179,53,17,2,155,65,220,110.0,45.0,0.03484916687011719,0.03484916687011719,0.03484916687011719,0.03484916687011719,0.0,1,1.0,1,65,65,65,65,0.0,65,1,155,155,155,155,0.0,155
147.32.84.164,195.113.232.97,49661,80,6,64,1500,52,19129,298.890625,379.9135229392465,45.11974811553955,4.0531158447265625e-06,670.9218480587006,10.649553143788898,18.29068244847158,48,0.7619047619047619,36,819,52,8534,237.05555555555554,303.52786293888556,60,28,1500,52,10595,378.39285714285717,447.45784632152095,60
147.32.84.164,147.32.80.9,37331,53,17,4,155,62,399,99.75,39.36607041603213,385.0340039730072,0.0001850128173828125,385.0346419811249,128.34488066037497,181.50661975122512,3,1.0,2,63,62,125,62.5,0.5,63,2,155,119,274,137.0,18.0,119
147.32.84.164,147.32.80.9,50017,53,17,2,139,73,212,106.0,33.0,0.022016048431396484,0.022016048431396484,0.022016048431396484,0.022016048431396484,0.0,1,1.0,1,73,73,73,73,0.0,73,1,139,139,139,139,0.0,139
147.32.84.164,77.75.73.86,41815,80,6,19,1500,52,8054,423.89473684210526,547.9461071018651,5.000076055526733,4.0531158447265625e-06,7.518927097320557,0.41771817207336426,1.2127223079508849,11,0.6111111111111112,10,891,52,2123,212.3,319.1488837517687,60,9,1500,52,5931,659.0,644.7135453482853,60
147.32.84.170,147.32.80.9,48643,53,17,2,312,60,372,186.0,126.0,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0003120899200439453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,89.167.251.252,51454,80,6,10,378,52,1087,108.7,111.74976510042426,0.17595696449279785,1.4066696166992188e-05,0.26676297187805176,0.02964033020867242,0.05340333497996186,6,0.6666666666666666,6,277,52,545,90.83333333333333,83.30749599459158,60,4,378,52,542,135.5,140.04552831133168,60
147.32.84.170,147.32.80.9,56181,53,17,2,312,60,372,186.0,126.0,0.0005068778991699219,0.0005068778991699219,0.0005068778991699219,0.0005068778991699219,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,41164,53,17,2,132,61,193,96.5,35.5,0.18796920776367188,0.18796920776367188,0.18796920776367188,0.18796920776367188,0.0,1,1.0,1,61,61,61,61,0.0,61,1,132,132,132,132,0.0,132
147.32.84.164,74.125.232.223,38836,443,6,134,1402,52,29659,221.33582089552237,340.3173440878568,45.10467600822449,3.814697265625e-06,358.98118901252747,2.699106684304718,9.891742742006404,61,0.45864661654135336,75,442,52,6121,81.61333333333333,67.7723430972317,60,59,1402,52,23538,398.9491525423729,448.14924208041225,60
147.32.84.134,147.32.80.9,45069,53,17,2,456,74,530,265.0,191.0,0.01911616325378418,0.01911616325378418,0.01911616325378418,0.01911616325378418,0.0,1,1.0,1,74,74,74,74,0.0,74,1,456,456,456,456,0.0,456
147.32.84.134,147.32.80.9,42515,53,17,4,135,61,379,94.75,31.940374136819376,714.0961360931396,0.00017309188842773438,714.0965361595154,238.03217871983847,336.6280525371655,3,1.0,2,66,61,127,63.5,2.5,66,2,135,117,252,126.0,9.0,117
147.32.84.134,147.32.80.9,41127,53,17,2,117,66,183,91.5,25.5,0.00032711029052734375,0.00032711029052734375,0.00032711029052734375,0.00032711029052734375,0.0,1,1.0,1,66,66,66,66,0.0,66,1,117,117,117,117,0.0,117
147.32.84.134,66.220.151.91,57981,443,6,23,1500,40,7261,315.69565217391306,474.92245909728194,0.9192159175872803,4.0531158447265625e-06,2.9150989055633545,0.1325044957074252,0.23247238057733213,12,0.5454545454545454,13,761,40,1797,138.23076923076923,195.81630082462252,60,10,1500,52,5464,546.4,612.1719039616243,60
147.32.84.170,173.203.218.127,34194,80,6,9,64,52,504,56.0,4.618802153517023,8.071850061416626,9.107589721679688e-05,16.571414947509766,2.0714268684387207,2.883199641432247,7,0.875,5,64,52,280,56.0,5.059644256269398,60,4,60,52,224,56.0,4.0,60
147.32.84.170,147.32.80.9,44844,53,17,2,312,60,372,186.0,126.0,0.0004429817199707031,0.0004429817199707031,0.0004429817199707031,0.0004429817199707031,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.170,147.32.80.9,40903,53,17,2,166,58,224,112.0,54.0,0.11554408073425293,0.11554408073425293,0.11554408073425293,0.11554408073425293,0.0,1,1.0,1,58,58,58,58,0.0,58,1,166,166,166,166,0.0,166
147.32.84.170,88.212.196.66,37407,80,6,12,648,52,2921,243.41666666666666,268.0657439054001,0.06436514854431152,7.867813110351562e-06,0.2569921016693115,0.023362918333573776,0.029906248465113562,7,0.6363636363636364,7,621,52,1508,215.42857142857142,255.88828876392645,60,5,648,52,1413,282.6,279.5708139273483,60
147.32.84.134,174.129.35.206,46642,80,6,22,1161,52,8615,391.59090909090907,450.2394977918984,45.03270196914673,0.0003139972686767578,106.91330695152283,5.0911098548344205,13.088611868085112,13,0.6190476190476191,13,1005,52,4462,343.2307692307692,435.5433660023294,60,9,1161,52,4153,461.44444444444446,461.8020526182935,60
147.32.84.170,89.167.251.252,49181,80,6,13,509,52,1888,145.23076923076923,147.213687619342,0.40764307975769043,0.0001552104949951172,0.5772900581359863,0.04810750484466553,0.11029861655447559,8,0.6666666666666666,7,276,52,815,116.42857142857143,99.38648534578408,60,6,509,52,1073,178.83333333333334,182.57821763714188,60
147.32.84.170,147.32.80.9,36532,53,17,2,312,60,372,186.0,126.0,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,147.32.80.9,43374,53,17,2,338,66,404,202.0,136.0,0.0003509521484375,0.0003509521484375,0.0003509521484375,0.0003509521484375,0.0,1,1.0,1,66,66,66,66,0.0,66,1,338,338,338,338,0.0,338
147.32.84.164,88.86.120.78,54147,80,6,10,1155,52,2412,241.2,381.6149368145854,0.08079290390014648,8.106231689453125e-06,0.08507895469665527,0.009453217188517252,0.02522472456279265,5,0.5555555555555556,5,1155,52,1371,274.2,440.41089904769615,60,5,825,52,1041,208.2,308.4155638096106,60
147.32.84.170,147.32.80.9,52782,53,17,2,106,56,162,81.0,25.0,0.0001900196075439453,0.0001900196075439453,0.0001900196075439453,0.0001900196075439453,0.0,1,1.0,1,56,56,56,56,0.0,56,1,106,106,106,106,0.0,106
147.32.84.164,195.113.232.82,36685,80,6,44,1500,52,28521,648.2045454545455,688.1391435519635,45.120611906051636,3.814697265625e-06,187.14784407615662,4.352275443631549,13.088740929852422,22,0.5116279069767442,18,465,52,1768,98.22222222222223,129.33529017229063,60,26,1500,52,26753,1028.9615384615386,659.8496612439736,60
147.32.84.134,2.21.98.110,51037,443,6,18,1500,52,3716,206.44444444444446,341.0998912378442,29.776971101760864,3.814697265625e-06,30.0363929271698,1.766846642774694,7.00269997584299,8,0.47058823529411764,10,250,52,922,92.2,78.43698107398066,60,8,1500,52,2794,349.25,466.2477211740557,60
147.32.84.164,147.32.80.9,42796,53,17,2,164,70,234,117.0,47.0,0.0002570152282714844,0.0002570152282714844,0.0002570152282714844,0.0002570152282714844,0.0,1,1.0,1,70,70,70,70,0.0,70,1,164,164,164,164,0.0,164
147.32.84.170,147.32.80.9,59597,53,17,2,61,61,122,61.0,0.0,0.2471451759338379,0.2471451759338379,0.2471451759338379,0.2471451759338379,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.164,147.32.80.9,44706,53,17,2,135,62,197,98.5,36.5,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0003299713134765625,0.0,1,1.0,1,62,62,62,62,0.0,62,1,135,135,135,135,0.0,135
147.32.84.170,147.32.80.9,59415,53,17,2,453,61,514,257.0,196.0,0.0003600120544433594,0.0003600120544433594,0.0003600120544433594,0.0003600120544433594,0.0,1,1.0,1,61,61,61,61,0.0,61,1,453,453,453,453,0.0,453
147.32.84.170,147.32.80.9,56044,53,17,2,312,60,372,186.0,126.0,0.00032711029052734375,0.00032711029052734375,0.00032711029052734375,0.00032711029052734375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.164,209.85.149.132,40601,443,6,31,1470,52,4358,140.58064516129033,263.9609910321609,45.12566614151001,4.0531158447265625e-06,250.03300499916077,8.334433499972025,16.71540681950912,16,0.5333333333333333,17,274,52,1332,78.3529411764706,70.7380762568926,60,14,1470,52,3026,216.14285714285714,371.20534500901965,60
147.32.84.134,109.123.211.195,52009,8950,6,11,891,52,1879,170.8181818181818,261.6482087153798,5.077001094818115,0.0004909038543701172,6.1909918785095215,0.6190991878509522,1.5194881684632222,7,0.7,6,891,52,1159,193.16666666666666,312.09422544410455,60,5,504,52,720,144.0,180.0266646916506,60
147.32.84.134,66.220.151.91,39384,443,6,23,1500,40,6527,283.7826086956522,468.44645710668294,44.99117183685303,5.9604644775390625e-06,74.7902660369873,3.3995575471357866,9.754040527157883,11,0.5,12,282,52,1060,88.33333333333333,79.75309119749251,60,11,1500,40,5467,497.0,603.9534900816603,60
147.32.84.164,147.32.80.9,58355,53,17,2,117,61,178,89.0,28.0,0.0002269744873046875,0.0002269744873046875,0.0002269744873046875,0.0002269744873046875,0.0,1,1.0,1,61,61,61,61,0.0,61,1,117,117,117,117,0.0,117
147.32.84.170,209.85.148.147,60132,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00894618034362793,7.510185241699219e-05,0.01814413070678711,0.003628826141357422,0.004326837088552824,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.170,195.24.233.55,45090,80,6,10,384,52,1079,107.9,111.1867348203013,0.13333606719970703,9.799003601074219e-05,0.24699997901916504,0.02744444211324056,0.03983983625690221,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60
147.32.84.134,147.32.80.9,45129,53,17,2,133,59,192,96.0,37.0,0.00044608116149902344,0.00044608116149902344,0.00044608116149902344,0.00044608116149902344,0.0,1,1.0,1,59,59,59,59,0.0,59,1,133,133,133,133,0.0,133
147.32.84.170,209.85.148.103,46452,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,17.422811031341553,1.9073486328125e-05,17.440466165542603,3.4880932331085206,6.967359978214679,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.170,147.32.80.9,48323,53,17,2,185,67,252,126.0,59.0,0.0004839897155761719,0.0004839897155761719,0.0004839897155761719,0.0004839897155761719,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185
147.32.84.170,94.127.76.70,60713,80,6,32,1500,52,11452,357.875,397.9841195010173,44.97001004219055,7.152557373046875e-06,67.13729810714722,2.1657192937789427,8.330604693728976,19,0.6129032258064516,18,489,52,3922,217.88888888888889,207.08315261934138,60,14,1500,52,7530,537.8571428571429,499.3125069451362,60
147.32.84.170,147.32.80.9,50433,53,17,2,123,68,191,95.5,27.5,0.05238914489746094,0.05238914489746094,0.05238914489746094,0.05238914489746094,0.0,1,1.0,1,68,68,68,68,0.0,68,1,123,123,123,123,0.0,123
147.32.84.164,147.32.80.9,36901,53,17,2,134,61,195,97.5,36.5,0.0005500316619873047,0.0005500316619873047,0.0005500316619873047,0.0005500316619873047,0.0,1,1.0,1,61,61,61,61,0.0,61,1,134,134,134,134,0.0,134
147.32.84.170,147.32.80.9,49733,53,17,2,525,66,591,295.5,229.5,0.1338210105895996,0.1338210105895996,0.1338210105895996,0.1338210105895996,0.0,1,1.0,1,66,66,66,66,0.0,66,1,525,525,525,525,0.0,525
147.32.84.170,147.32.80.9,41182,53,17,2,118,63,181,90.5,27.5,0.05188107490539551,0.05188107490539551,0.05188107490539551,0.05188107490539551,0.0,1,1.0,1,63,63,63,63,0.0,63,1,118,118,118,118,0.0,118
147.32.84.170,209.85.148.147,34678,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008961915969848633,1.4066696166992188e-05,0.018115997314453125,0.003623199462890625,0.004295799118942205,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.164,147.32.80.9,36620,53,17,2,61,61,122,61.0,0.0,0.24674606323242188,0.24674606323242188,0.24674606323242188,0.24674606323242188,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.170,147.32.80.9,52970,53,17,2,68,68,136,68.0,0.0,0.01800990104675293,0.01800990104675293,0.01800990104675293,0.01800990104675293,0.0,1,1.0,1,68,68,68,68,0.0,68,1,68,68,68,68,0.0,68
147.32.84.170,209.85.148.106,38907,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009306907653808594,1.5974044799804688e-05,0.018659114837646484,0.003731822967529297,0.00443655666927086,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60
147.32.84.170,147.32.80.9,38696,53,17,2,118,63,181,90.5,27.5,0.00023508071899414062,0.00023508071899414062,0.00023508071899414062,0.00023508071899414062,0.0,1,1.0,1,63,63,63,63,0.0,63,1,118,118,118,118,0.0,118
147.32.84.164,147.32.80.9,60599,53,17,2,120,63,183,91.5,28.5,0.0004298686981201172,0.0004298686981201172,0.0004298686981201172,0.0004298686981201172,0.0,1,1.0,1,63,63,63,63,0.0,63,1,120,120,120,120,0.0,120
147.32.84.170,209.85.148.105,36540,443,6,27,434,52,2181,80.77777777777777,77.24532028655743,45.11124086380005,4.0531158447265625e-06,246.6226680278778,9.485487231841454,17.62332453467426,18,0.6923076923076923,15,434,52,1253,83.53333333333333,95.90333095825655,60,12,205,52,928,77.33333333333333,43.67175542867751,60
147.32.84.170,195.24.233.55,45239,80,6,10,383,52,1078,107.8,110.93854154440648,0.10307002067565918,9.298324584960938e-05,0.2092430591583252,0.023249228795369465,0.030753171461416377,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60
147.32.84.134,109.123.211.210,45308,80,6,11,463,52,1256,114.18181818181819,132.3101165525477,20.094958066940308,0.0004439353942871094,29.759387969970703,2.9759387969970703,6.3868759866736085,7,0.7,6,463,52,731,121.83333333333333,152.60233360673823,60,5,309,52,525,105.0,102.04704797298156,60
147.32.84.134,78.24.14.16,45267,80,6,10,653,52,1594,159.4,213.26753151851312,0.01309514045715332,2.86102294921875e-06,0.017240047454833984,0.0019155608283148871,0.003967136987402408,5,0.5555555555555556,5,509,52,725,145.0,182.02637171574892,60,5,653,52,869,173.8,239.62003255153772,60
147.32.84.134,147.32.80.9,34381,53,17,2,454,70,524,262.0,192.0,0.0008351802825927734,0.0008351802825927734,0.0008351802825927734,0.0008351802825927734,0.0,1,1.0,1,70,70,70,70,0.0,70,1,454,454,454,454,0.0,454
147.32.84.170,89.167.251.252,40137,80,6,10,378,52,1089,108.9,112.05217534702305,0.030473947525024414,1.4781951904296875e-05,0.09224700927734375,0.010249667697482638,0.013763278964152354,6,0.6666666666666666,6,279,52,547,91.16666666666667,84.05239767880245,60,4,378,52,542,135.5,140.04552831133168,60
147.32.84.164,147.32.80.9,37394,53,17,2,224,77,301,150.5,73.5,0.12150788307189941,0.12150788307189941,0.12150788307189941,0.12150788307189941,0.0,1,1.0,1,77,77,77,77,0.0,77,1,224,224,224,224,0.0,224
147.32.84.134,147.32.80.9,59074,53,17,2,130,60,190,95.0,35.0,0.00022602081298828125,0.00022602081298828125,0.00022602081298828125,0.00022602081298828125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,130,130,130,130,0.0,130
147.32.84.164,194.79.54.61,33028,80,6,15,1500,52,7597,506.46666666666664,621.9962343580189,0.013936042785644531,6.9141387939453125e-06,0.020210981369018555,0.0014436415263584682,0.0035174556889498334,9,0.6428571428571429,7,608,52,928,132.57142857142858,194.112527852758,60,8,1500,52,6669,833.625,680.4950289127761,60
147.32.84.170,147.32.80.9,60123,53,17,2,312,60,372,186.0,126.0,0.00039505958557128906,0.00039505958557128906,0.00039505958557128906,0.00039505958557128906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
147.32.84.134,184.73.208.4,47897,80,6,24,1500,52,7809,325.375,529.841785543886,45.01730489730835,6.9141387939453125e-06,107.39517188072205,4.669355299161828,12.656843142412125,9,0.391304347826087,13,1500,52,3907,300.53846153846155,514.7017979649987,60,11,1500,52,3902,354.72727272727275,545.7393801755378,60
147.32.84.164,217.112.36.110,57670,80,6,10,671,52,1424,142.4,193.37228343276084,0.05183815956115723,9.202957153320312e-05,0.16231203079223633,0.01803467008802626,0.023762615267182867,7,0.7777777777777778,5,671,52,887,177.4,246.8194481802437,60,5,321,52,537,107.4,106.84493436752159,60
147.32.84.170,147.32.80.9,50329,53,17,2,61,61,122,61.0,0.0,0.24750018119812012,0.24750018119812012,0.24750018119812012,0.24750018119812012,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61
147.32.84.170,147.32.80.9,36732,53,17,2,208,71,279,139.5,68.5,0.06522202491760254,0.06522202491760254,0.06522202491760254,0.06522202491760254,0.0,1,1.0,1,71,71,71,71,0.0,71,1,208,208,208,208,0.0,208
147.32.84.164,147.32.80.9,37012,53,17,2,114,64,178,89.0,25.0,0.0003218650817871094,0.0003218650817871094,0.0003218650817871094,0.0003218650817871094,0.0,1,1.0,1,64,64,64,64,0.0,64,1,114,114,114,114,0.0,114
147.32.84.170,147.32.80.9,42316,53,17,2,187,59,246,123.0,64.0,0.017808914184570312,0.017808914184570312,0.017808914184570312,0.017808914184570312,0.0,1,1.0,1,59,59,59,59,0.0,59,1,187,187,187,187,0.0,187
147.32.84.164,147.32.80.9,45899,53,17,2,174,57,231,115.5,58.5,0.0003840923309326172,0.0003840923309326172,0.0003840923309326172,0.0003840923309326172,0.0,1,1.0,1,57,57,57,57,0.0,57,1,174,174,174,174,0.0,174
147.32.84.164,147.32.80.9,48450,53,17,2,114,57,171,85.5,28.5,0.0002589225769042969,0.0002589225769042969,0.0002589225769042969,0.0002589225769042969,0.0,1,1.0,1,57,57,57,57,0.0,57,1,114,114,114,114,0.0,114
147.32.84.170,147.32.80.9,57124,53,17,2,312,60,372,186.0,126.0,0.0003650188446044922,0.0003650188446044922,0.0003650188446044922,0.0003650188446044922,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312
