sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,147.32.80.9,34258,53,17,2,312,60,372,186.0,126.0,0.00031685829162597656,0.00031685829162597656,0.00031685829162597656,0.00031685829162597656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,32997,53,17,2,151,77,228,114.0,37.0,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0,1,1.0,1,77,77,77,77,0.0,77,1,151,151,151,151,0.0,151,
147.32.84.170,147.32.80.9,57336,53,17,2,312,60,372,186.0,126.0,0.00018095970153808594,0.00018095970153808594,0.00018095970153808594,0.00018095970153808594,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,43390,53,17,4,312,60,621,155.25,103.21670165239732,3113.0542612075806,0.0003190040588378906,3113.055020093918,1037.6850066979725,1467.5076733298147,3,1.0,2,65,60,125,62.5,2.5,65,2,312,184,496,248.0,64.0,184,
147.32.84.170,147.32.80.9,55240,53,17,2,185,67,252,126.0,59.0,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,209.85.148.105,58829,443,6,16,881,52,2453,153.3125,226.99193783865982,0.29769182205200195,1.811981201171875e-05,0.3881220817565918,0.025874805450439454,0.07362625427321765,9,0.6,8,570,52,1050,131.25,169.0353143576809,60,8,881,52,1403,175.375,271.11664348578825,60,
147.32.84.170,147.32.80.9,34624,53,17,2,312,60,372,186.0,126.0,0.00041103363037109375,0.00041103363037109375,0.00041103363037109375,0.00041103363037109375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,55599,53,17,2,312,60,372,186.0,126.0,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,59470,53,17,2,312,60,372,186.0,126.0,0.0005218982696533203,0.0005218982696533203,0.0005218982696533203,0.0005218982696533203,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,39090,80,6,10,384,52,1079,107.9,111.1867348203013,0.09768080711364746,5.602836608886719e-05,0.20422101020812988,0.022691223356458876,0.029287217060569973,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,195.24.233.55,38254,80,6,10,384,52,1079,107.9,111.1867348203013,0.11350893974304199,1.4066696166992188e-05,0.22270703315734863,0.02474522590637207,0.03395297637443726,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,52810,53,17,2,138,61,199,99.5,38.5,0.009734153747558594,0.009734153747558594,0.009734153747558594,0.009734153747558594,0.0,1,1.0,1,61,61,61,61,0.0,61,1,138,138,138,138,0.0,138,
147.32.84.170,147.32.80.9,52727,53,17,2,138,61,199,99.5,38.5,0.00018215179443359375,0.00018215179443359375,0.00018215179443359375,0.00018215179443359375,0.0,1,1.0,1,61,61,61,61,0.0,61,1,138,138,138,138,0.0,138,
147.32.84.170,195.24.233.55,38699,80,6,10,384,52,1079,107.9,111.1867348203013,0.09597110748291016,1.1920928955078125e-05,0.2064499855041504,0.022938887278238933,0.02892562440760296,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,53501,53,17,2,312,60,372,186.0,126.0,0.0002551078796386719,0.0002551078796386719,0.0002551078796386719,0.0002551078796386719,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,57283,53,17,2,312,60,372,186.0,126.0,0.0002930164337158203,0.0002930164337158203,0.0002930164337158203,0.0002930164337158203,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,77.78.99.23,48060,80,6,9,808,40,1901,211.22222222222223,312.9535917948282,0.29651498794555664,1.6927719116210938e-05,0.3005099296569824,0.0375637412071228,0.0978752482746196,5,0.625,5,785,40,965,193.0,296.1013340057758,60,4,808,40,936,234.0,331.41514751139545,48,
147.32.84.170,147.32.80.9,35713,53,17,2,185,67,252,126.0,59.0,0.0003371238708496094,0.0003371238708496094,0.0003371238708496094,0.0003371238708496094,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,44088,53,17,2,312,60,372,186.0,126.0,0.0003838539123535156,0.0003838539123535156,0.0003838539123535156,0.0003838539123535156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,46423,53,17,2,312,60,372,186.0,126.0,0.0004470348358154297,0.0004470348358154297,0.0004470348358154297,0.0004470348358154297,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,47587,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008829116821289062,1.1920928955078125e-05,0.017746925354003906,0.0035493850708007814,0.0042661786468306834,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,50393,53,17,2,312,60,372,186.0,126.0,0.00037384033203125,0.00037384033203125,0.00037384033203125,0.00037384033203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,39745,53,17,2,312,60,372,186.0,126.0,0.0003662109375,0.0003662109375,0.0003662109375,0.0003662109375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,56057,53,17,2,312,60,372,186.0,126.0,0.0002689361572265625,0.0002689361572265625,0.0002689361572265625,0.0002689361572265625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,35733,53,17,2,312,60,372,186.0,126.0,0.0003459453582763672,0.0003459453582763672,0.0003459453582763672,0.0003459453582763672,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,58722,53,17,2,244,68,312,156.0,88.0,0.000392913818359375,0.000392913818359375,0.000392913818359375,0.000392913818359375,0.0,1,1.0,1,68,68,68,68,0.0,68,1,244,244,244,244,0.0,244,
147.32.84.170,147.32.80.9,50747,53,17,2,129,68,197,98.5,30.5,0.00016021728515625,0.00016021728515625,0.00016021728515625,0.00016021728515625,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,58814,53,17,2,312,60,372,186.0,126.0,0.0004470348358154297,0.0004470348358154297,0.0004470348358154297,0.0004470348358154297,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,56046,53,17,2,312,60,372,186.0,126.0,0.0003638267517089844,0.0003638267517089844,0.0003638267517089844,0.0003638267517089844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.104,51159,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.00881505012512207,7.486343383789062e-05,0.018152952194213867,0.003025492032368978,0.00408706841240241,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,53772,53,17,2,312,60,372,186.0,126.0,0.0003719329833984375,0.0003719329833984375,0.0003719329833984375,0.0003719329833984375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,40351,53,17,2,149,67,216,108.0,41.0,0.00038886070251464844,0.00038886070251464844,0.00038886070251464844,0.00038886070251464844,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,60143,53,17,2,453,61,514,257.0,196.0,0.0004048347473144531,0.0004048347473144531,0.0004048347473144531,0.0004048347473144531,0.0,1,1.0,1,61,61,61,61,0.0,61,1,453,453,453,453,0.0,453,
147.32.84.170,147.32.80.9,38677,53,17,2,312,60,372,186.0,126.0,0.0003669261932373047,0.0003669261932373047,0.0003669261932373047,0.0003669261932373047,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,51110,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009266853332519531,8.20159912109375e-05,0.018307924270629883,0.0036615848541259764,0.004354529388314753,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.103,43316,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009284019470214844,1.4066696166992188e-05,0.0184478759765625,0.0036895751953125,0.004397561485354008,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.99,36140,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.010411977767944336,8.082389831542969e-05,0.01953601837158203,0.003907203674316406,0.004621685123386376,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.104,50574,443,6,784,1470,52,586543,748.141581632653,659.0479714551371,45.112337827682495,2.86102294921875e-06,1047.2952029705048,1.3375417662458553,7.285330167967499,267,0.34099616858237547,288,1470,52,116168,403.3611111111111,572.6529103303995,60,496,1470,52,470375,948.3366935483871,622.1180762125126,60,
147.32.84.170,195.24.233.55,51696,80,6,10,384,52,1079,107.9,111.1867348203013,0.1167440414428711,0.00011706352233886719,0.22730588912963867,0.025256209903293185,0.03489073669311233,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,209.85.148.147,33101,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009079933166503906,1.5020370483398438e-05,0.018325090408325195,0.0036650180816650392,0.004368644937351138,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.99,58779,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009644031524658203,9.059906005859375e-06,0.01896500587463379,0.003160834312438965,0.004389148206457263,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,48610,53,17,4,185,67,497,124.25,56.34436529059494,9634.781811952591,0.00048613548278808594,9634.942116975784,3211.6473723252616,4541.841919199137,3,1.0,2,69,67,136,68.0,1.0,69,2,185,176,361,180.5,4.5,176,
147.32.84.170,147.32.80.9,47175,53,17,2,288,61,349,174.5,113.5,0.0005080699920654297,0.0005080699920654297,0.0005080699920654297,0.0005080699920654297,0.0,1,1.0,1,61,61,61,61,0.0,61,1,288,288,288,288,0.0,288,
147.32.84.170,209.85.148.147,36014,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009393930435180664,9.489059448242188e-05,0.018481016159057617,0.0036962032318115234,0.004363125021507298,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,60245,53,17,2,312,60,372,186.0,126.0,0.0007510185241699219,0.0007510185241699219,0.0007510185241699219,0.0007510185241699219,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,45248,53,17,2,312,60,372,186.0,126.0,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,32983,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009150028228759766,6.699562072753906e-05,0.018378019332885742,0.0036756038665771485,0.004326962231052525,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,58448,53,17,4,312,60,721,180.25,120.05077050981389,6003.228371143341,0.00029206275939941406,6003.229061126709,2001.076353708903,2829.9488308673126,3,1.0,2,61,60,121,60.5,0.5,60,2,312,288,600,300.0,12.0,312,
147.32.84.170,147.32.80.9,59463,53,17,2,312,60,372,186.0,126.0,0.0004329681396484375,0.0004329681396484375,0.0004329681396484375,0.0004329681396484375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,51239,53,17,2,312,60,372,186.0,126.0,0.0004761219024658203,0.0004761219024658203,0.0004761219024658203,0.0004761219024658203,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,44838,53,17,2,312,60,372,186.0,126.0,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,57268,53,17,2,312,60,372,186.0,126.0,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,81.95.101.9,57586,80,6,37,1420,52,24125,652.027027027027,663.1010883142885,9.99839997291565,6.198883056640625e-06,11.590795993804932,0.3219665553834703,1.6449424974198203,19,0.5277777777777778,17,627,52,1467,86.29411764705883,135.1895247881904,60,20,1420,52,22658,1132.9,542.799585482524,60,
147.32.84.170,147.32.80.9,52357,53,17,2,312,60,372,186.0,126.0,0.00031495094299316406,0.00031495094299316406,0.00031495094299316406,0.00031495094299316406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,43616,53,17,6,312,60,746,124.33333333333333,95.17294199975585,3603.3000588417053,0.0003809928894042969,4192.981115102768,838.5962230205536,1401.0710635886676,5,1.0,3,67,60,188,62.666666666666664,3.091206165165251,67,3,312,61,558,186.0,102.47276060820585,185,
147.32.84.170,147.32.80.9,49740,53,17,2,129,68,197,98.5,30.5,0.00015401840209960938,0.00015401840209960938,0.00015401840209960938,0.00015401840209960938,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,55115,53,17,2,312,60,372,186.0,126.0,0.00033092498779296875,0.00033092498779296875,0.00033092498779296875,0.00033092498779296875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,46332,53,17,2,312,60,372,186.0,126.0,0.00042700767517089844,0.00042700767517089844,0.00042700767517089844,0.00042700767517089844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,74.125.232.205,47711,443,6,31,1470,52,4519,145.7741935483871,275.0553855871189,45.11235308647156,5.9604644775390625e-06,250.05677199363708,8.335225733121236,16.715481803821465,18,0.6,17,274,52,1305,76.76470588235294,66.59935471491377,60,14,1470,52,3214,229.57142857142858,386.43512009238543,60,
147.32.84.170,147.32.80.9,44199,53,17,2,312,60,372,186.0,126.0,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,43643,53,17,2,312,60,372,186.0,126.0,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.00039696693420410156,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,81.95.101.9,57709,80,6,15,1420,52,4285,285.6666666666667,482.085423504544,45.12390089035034,6.29425048828125e-05,72.55389595031738,5.182421139308384,12.281337605181525,9,0.6428571428571429,8,809,52,1181,147.625,249.98996854873997,60,7,1420,52,3104,443.42857142857144,616.3799517326623,60,
147.32.84.170,209.85.148.147,33864,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009372949600219727,6.9141387939453125e-06,0.0187070369720459,0.003117839495340983,0.004298785043809949,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,59131,53,17,2,288,56,344,172.0,116.0,0.0003771781921386719,0.0003771781921386719,0.0003771781921386719,0.0003771781921386719,0.0,1,1.0,1,56,56,56,56,0.0,56,1,288,288,288,288,0.0,288,
147.32.84.170,147.32.80.9,41938,53,17,2,153,70,223,111.5,41.5,0.10929608345031738,0.10929608345031738,0.10929608345031738,0.10929608345031738,0.0,1,1.0,1,70,70,70,70,0.0,70,1,153,153,153,153,0.0,153,
147.32.84.170,209.85.148.105,54417,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00917196273803711,8.296966552734375e-05,0.018275976181030273,0.0036551952362060547,0.004317606728911589,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.106,49405,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,19.439828872680664,6.794929504394531e-05,19.45839786529541,3.891679573059082,7.774075713771812,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.106,51182,443,6,16,873,52,2425,151.5625,223.11851356117896,0.17105484008789062,1.0013580322265625e-05,0.26073288917541504,0.017382192611694335,0.04282070554888067,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,209.85.148.105,59789,443,6,16,881,52,2453,153.3125,226.99193783865982,0.18908905982971191,4.0531158447265625e-06,0.27898383140563965,0.01859892209370931,0.0470980486123775,9,0.6,8,570,52,1050,131.25,169.0353143576809,60,8,881,52,1403,175.375,271.11664348578825,60,
147.32.84.170,147.32.80.9,37790,53,17,2,149,67,216,108.0,41.0,0.00028204917907714844,0.00028204917907714844,0.00028204917907714844,0.00028204917907714844,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,51388,53,17,2,126,70,196,98.0,28.0,0.18900012969970703,0.18900012969970703,0.18900012969970703,0.18900012969970703,0.0,1,1.0,1,70,70,70,70,0.0,70,1,126,126,126,126,0.0,126,
147.32.84.170,147.32.80.9,57018,53,17,2,453,61,514,257.0,196.0,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.0,1,1.0,1,61,61,61,61,0.0,61,1,453,453,453,453,0.0,453,
147.32.84.170,147.32.80.9,45713,53,17,2,149,67,216,108.0,41.0,0.0002071857452392578,0.0002071857452392578,0.0002071857452392578,0.0002071857452392578,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,43149,53,17,2,312,60,372,186.0,126.0,0.00048279762268066406,0.00048279762268066406,0.00048279762268066406,0.00048279762268066406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,35188,53,17,2,117,65,182,91.0,26.0,0.0003349781036376953,0.0003349781036376953,0.0003349781036376953,0.0003349781036376953,0.0,1,1.0,1,65,65,65,65,0.0,65,1,117,117,117,117,0.0,117,
147.32.84.170,147.32.80.9,42475,53,17,2,312,60,372,186.0,126.0,0.0003459453582763672,0.0003459453582763672,0.0003459453582763672,0.0003459453582763672,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,57477,53,17,2,312,60,372,186.0,126.0,0.0004630088806152344,0.0004630088806152344,0.0004630088806152344,0.0004630088806152344,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,41115,53,17,2,312,60,372,186.0,126.0,0.00035309791564941406,0.00035309791564941406,0.00035309791564941406,0.00035309791564941406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,42455,53,17,2,197,60,257,128.5,68.5,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,197,197,197,197,0.0,197,
147.32.84.170,147.32.80.9,37002,53,17,4,312,60,624,156.0,102.85183518051586,402.28208589553833,0.0003299713134765625,402.2827899456024,134.0942633152008,189.6374279782122,3,1.0,2,67,60,127,63.5,3.5,67,2,312,185,497,248.5,63.5,185,
147.32.84.170,74.125.232.214,35628,443,6,16,1470,52,4433,277.0625,422.015471983848,114.96068096160889,7.867813110351562e-06,115.24150705337524,7.682767136891683,28.6712727906245,8,0.5333333333333333,10,1470,52,2886,288.6,434.2370781036552,60,6,1146,52,1547,257.8333333333333,400.0801655779612,60,
147.32.84.170,91.189.89.213,57565,443,6,18,1500,52,6951,386.1666666666667,517.1005973481153,0.03789210319519043,5.0067901611328125e-06,0.2024857997894287,0.01191092939937816,0.015581933928211484,10,0.5882352941176471,8,409,52,1074,134.25,123.29917882938231,60,10,1500,52,5877,587.7,614.6218430872759,60,
147.32.84.170,147.32.80.9,43412,53,17,2,129,68,197,98.5,30.5,0.00022292137145996094,0.00022292137145996094,0.00022292137145996094,0.00022292137145996094,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,59542,53,17,2,312,60,372,186.0,126.0,0.0004870891571044922,0.0004870891571044922,0.0004870891571044922,0.0004870891571044922,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,42902,53,17,2,453,61,514,257.0,196.0,0.0003719329833984375,0.0003719329833984375,0.0003719329833984375,0.0003719329833984375,0.0,1,1.0,1,61,61,61,61,0.0,61,1,453,453,453,453,0.0,453,
147.32.84.170,147.32.80.9,33228,53,17,2,312,60,372,186.0,126.0,0.00027298927307128906,0.00027298927307128906,0.00027298927307128906,0.00027298927307128906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,52299,53,17,2,312,60,372,186.0,126.0,0.00037789344787597656,0.00037789344787597656,0.00037789344787597656,0.00037789344787597656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,33984,53,17,2,312,60,372,186.0,126.0,0.0004699230194091797,0.0004699230194091797,0.0004699230194091797,0.0004699230194091797,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,47723,53,17,2,220,68,288,144.0,76.0,0.02745795249938965,0.02745795249938965,0.02745795249938965,0.02745795249938965,0.0,1,1.0,1,68,68,68,68,0.0,68,1,220,220,220,220,0.0,220,
147.32.84.170,147.32.80.9,49450,53,17,2,149,67,216,108.0,41.0,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.00034308433532714844,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,35749,53,17,2,312,60,372,186.0,126.0,0.0004551410675048828,0.0004551410675048828,0.0004551410675048828,0.0004551410675048828,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.103,44917,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009122848510742188,7.700920104980469e-05,0.0182340145111084,0.0036468029022216795,0.004321852996243671,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,56327,53,17,2,312,60,372,186.0,126.0,0.00034689903259277344,0.00034689903259277344,0.00034689903259277344,0.00034689903259277344,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,35191,53,17,2,185,67,252,126.0,59.0,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,42347,53,17,2,133,62,195,97.5,35.5,0.0002918243408203125,0.0002918243408203125,0.0002918243408203125,0.0002918243408203125,0.0,1,1.0,1,62,62,62,62,0.0,62,1,133,133,133,133,0.0,133,
147.32.84.170,209.85.148.106,37083,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009086132049560547,7.581710815429688e-05,0.018463850021362305,0.003692770004272461,0.004369908082889376,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,74.125.232.204,58796,443,6,27,435,52,2182,80.81481481481481,77.41472586350264,45.113037109375,5.0067901611328125e-06,249.1088571548462,9.581109890571007,17.624734969099755,16,0.6153846153846154,15,435,52,1254,83.6,96.14697083111876,60,12,205,52,928,77.33333333333333,43.67175542867751,60,
147.32.84.170,209.85.148.106,39074,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00896906852722168,1.1920928955078125e-05,0.018204927444458008,0.0036409854888916015,0.004329979279748717,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,59703,53,17,2,138,61,199,99.5,38.5,0.019404888153076172,0.019404888153076172,0.019404888153076172,0.019404888153076172,0.0,1,1.0,1,61,61,61,61,0.0,61,1,138,138,138,138,0.0,138,
147.32.84.170,147.32.80.9,37308,53,17,4,312,60,574,143.5,102.88221420634375,1993.0490851402283,9.393692016601562e-05,1993.0501289367676,664.3500429789225,939.5321028683948,3,1.0,2,60,60,120,60.0,0.0,60,2,312,142,454,227.0,85.0,142,
147.32.84.170,147.32.80.9,44027,53,17,2,312,60,372,186.0,126.0,0.0004279613494873047,0.0004279613494873047,0.0004279613494873047,0.0004279613494873047,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,60614,53,17,2,162,61,223,111.5,50.5,0.0004260540008544922,0.0004260540008544922,0.0004260540008544922,0.0004260540008544922,0.0,1,1.0,1,61,61,61,61,0.0,61,1,162,162,162,162,0.0,162,
147.32.84.170,195.24.233.55,38290,80,6,10,384,52,1079,107.9,111.1867348203013,0.12319612503051758,0.00011682510375976562,0.23322796821594238,0.025914218690660264,0.03678459011970317,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,209.85.148.106,56840,443,6,16,873,52,2425,151.5625,223.11851356117896,0.20265507698059082,6.9141387939453125e-06,0.29183506965637207,0.019455671310424805,0.050396938017027965,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,147.32.80.9,54470,53,17,2,312,60,372,186.0,126.0,0.00047397613525390625,0.00047397613525390625,0.00047397613525390625,0.00047397613525390625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.104,50425,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008881092071533203,7.581710815429688e-05,0.018043994903564453,0.0036087989807128905,0.004289788432985556,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
