sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.165,209.85.148.147,1740,80,6,10,819,40,1904,190.4,297.22859889317516,0.14908289909362793,6.9141387939453125e-06,0.18404293060302734,0.020449214511447482,0.045647334378423346,5,0.5555555555555556,5,749,40,917,183.4,282.816972616567,48,5,819,40,987,197.4,310.8154436317475,48
147.32.84.165,65.55.72.7,1759,443,6,43,1500,40,26909,625.7906976744187,675.2629998624493,0.4833199977874756,3.814697265625e-06,3.0777180194854736,0.07327900046393984,0.11052958712339693,12,0.2857142857142857,20,1500,40,4872,243.6,417.80011967446825,48,23,1500,40,22037,958.1304347826087,680.6093372436858,48
147.32.84.165,65.55.75.231,1913,80,6,25,1500,40,16140,645.6,687.7970049367764,0.15282297134399414,3.0994415283203125e-06,0.6054348945617676,0.02522645394007365,0.04996172457576411,5,0.20833333333333334,12,1500,40,3060,255.0,468.4445893948753,48,13,1500,40,13080,1006.1538461538462,660.5665221440719,48
147.32.84.165,46.4.36.120,1807,443,6,6,48,40,264,44.0,4.0,0.7517189979553223,0.027399063110351562,1.2874360084533691,0.25748720169067385,0.296961058840596,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,212.117.171.138,2242,65500,6,3,48,40,136,45.333333333333336,3.7712361663282468,0.022463083267211914,0.000331878662109375,0.02279496192932129,0.011397480964660645,0.01106560230255127,2,1.0,2,48,40,88,44.0,4.0,48,1,48,48,48,48,0.0,48
147.32.84.165,46.4.36.120,2237,443,6,6,48,40,264,44.0,4.0,0.4738888740539551,0.027306079864501953,1.008617877960205,0.20172357559204102,0.21368511182451352,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,212.117.171.138,1364,65500,6,18,1297,40,2835,157.5,331.6801086053314,1.4730069637298584,6.9141387939453125e-06,2.4026100635528564,0.14133000373840332,0.33866979915945916,12,0.7058823529411765,9,845,40,1185,131.66666666666666,252.22741061721794,48,9,1297,40,1650,183.33333333333334,393.78928375464966,48
147.32.84.165,83.152.81.217,1562,6667,6,2,48,48,96,48.0,0.0,2.984773874282837,2.984773874282837,2.984773874282837,2.984773874282837,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,46.4.36.120,1790,443,6,6,48,40,264,44.0,4.0,0.47290587425231934,0.027389049530029297,1.0079920291900635,0.2015984058380127,0.2133718789497119,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2057,443,6,6,48,40,264,44.0,4.0,0.46855783462524414,0.027286052703857422,1.008734941482544,0.20174698829650878,0.21356081884730282,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2177,443,6,6,48,40,264,44.0,4.0,0.47350096702575684,0.02722001075744629,1.0084998607635498,0.20169997215270996,0.21370453061463107,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,80.191.187.36,1063,3128,6,3,48,48,144,48.0,0.0,6.008687973022461,2.943690061569214,8.952378034591675,4.476189017295837,1.5324989557266235,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,60.190.222.152,2225,6667,6,9,353,40,1632,181.33333333333334,153.58964085438112,12.01784896850586,0.00029587745666503906,21.400474071502686,2.6750592589378357,3.820201982081489,4,0.5,7,353,40,1540,220.0,153.5950148000532,48,2,52,40,92,46.0,6.0,52
147.32.84.165,46.4.36.120,1744,443,6,6,48,40,264,44.0,4.0,0.5414531230926514,0.02730584144592285,1.0780858993530273,0.21561717987060547,0.2321897914925175,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,58.252.109.240,1086,3128,6,3,48,48,144,48.0,0.0,6.00885796546936,3.0041849613189697,9.01304292678833,4.506521463394165,1.5023365020751953,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,46.4.36.120,2026,443,6,6,48,40,264,44.0,4.0,0.4738950729370117,0.027271032333374023,1.0078370571136475,0.2015674114227295,0.21349247663112328,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2002,443,6,6,48,40,264,44.0,4.0,0.6890411376953125,0.027337074279785156,1.224626064300537,0.24492521286010743,0.27660895176178585,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,85.185.226.13,2113,6667,6,2,48,48,96,48.0,0.0,2.9744439125061035,2.9744439125061035,2.9744439125061035,2.9744439125061035,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,46.4.36.120,2073,443,6,6,48,40,264,44.0,4.0,0.472728967666626,0.027324914932250977,1.0082378387451172,0.20164756774902343,0.2135103631640238,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,67.195.168.31,1272,25,6,3,48,48,144,48.0,0.0,5.908189058303833,2.9692258834838867,8.87741494178772,4.43870747089386,1.4694815874099731,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,212.117.171.138,1498,65500,6,106,1500,40,10597,99.97169811320755,239.99129141225143,18.077481985092163,1.2159347534179688e-05,32.39243698120117,0.3084993998209635,1.8710424260919134,70,0.6666666666666666,45,462,40,2974,66.08888888888889,67.48261413043024,48,61,1500,40,7623,124.9672131147541,308.63150966984193,48
147.32.84.165,46.4.36.120,2170,443,6,6,48,40,264,44.0,4.0,0.4729788303375244,0.027215957641601562,1.0082898139953613,0.20165796279907228,0.21353159278414902,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2056,443,6,6,48,40,264,44.0,4.0,0.47315001487731934,0.027246952056884766,1.0083160400390625,0.2016632080078125,0.21362707465322447,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2167,443,6,6,48,40,264,44.0,4.0,0.4728579521179199,0.027360200881958008,1.0083260536193848,0.20166521072387694,0.21355138864139375,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,212.117.171.138,1335,65500,6,97,1500,40,58434,602.4123711340206,671.1235502057497,1.854801893234253,0.00010204315185546875,3.53711199760437,0.03684491664171219,0.18924491126060006,77,0.8020833333333334,52,1500,40,53236,1023.7692307692307,616.4354609485029,48,45,1500,40,5198,115.5111111111111,299.23611058250174,48
147.32.84.165,114.59.51.188,1469,6667,6,2,48,48,96,48.0,0.0,2.984323024749756,2.984323024749756,2.984323024749756,2.984323024749756,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,64.4.2.109,1678,80,6,30,1500,40,18110,603.6666666666666,655.9214045058211,0.26447486877441406,4.0531158447265625e-06,1.3472340106964111,0.04645634519642797,0.08203770697415912,11,0.3793103448275862,13,1102,40,2614,201.07692307692307,376.13304960601,48,17,1500,40,15496,911.5294117647059,657.5143136573986,48
147.32.84.165,64.4.56.103,1535,80,6,15,1500,40,6726,448.4,589.9099140264273,5.077592849731445,1.4781951904296875e-05,6.154623985290527,0.4396159989493234,1.288735702812086,8,0.5714285714285714,9,1500,40,5216,579.5555555555555,624.4085398930399,48,6,1302,40,1510,251.66666666666666,469.7324297465053,48
147.32.84.165,202.164.57.158,1931,6667,6,2,48,48,96,48.0,0.0,2.789795160293579,2.789795160293579,2.789795160293579,2.789795160293579,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,212.117.171.138,1980,65500,6,17,771,40,2128,125.17647058823529,223.77568476808557,2.118043899536133,5.2928924560546875e-05,2.946608066558838,0.18416300415992737,0.5040766249701062,12,0.75,8,771,40,1071,133.875,240.83938501623857,48,9,703,40,1057,117.44444444444444,207.12643004863324,48
147.32.84.165,65.54.186.107,1704,443,6,23,1500,40,10943,475.7826086956522,587.1675530457353,0.16822004318237305,8.821487426757812e-06,1.1874549388885498,0.05397522449493408,0.06978154016767553,11,0.5,12,1500,40,3924,327.0,462.0369754323421,48,11,1500,40,7019,638.0909090909091,661.4347290749453,48
147.32.84.165,212.117.171.138,1302,65500,6,27,1500,40,5828,215.85185185185185,403.13775824921225,1.5511119365692139,0.0001499652862548828,2.743124008178711,0.10550476954533504,0.2954363863769552,16,0.6153846153846154,16,1500,40,4346,271.625,489.1520564967503,48,11,733,40,1482,134.72727272727272,199.4451808525071,48
147.32.84.165,64.4.2.109,1453,80,6,46,1488,40,32833,713.7608695652174,694.4450453977656,0.263228178024292,4.0531158447265625e-06,1.485464096069336,0.033010313245985246,0.06655875580799259,19,0.4222222222222222,19,1064,40,2003,105.42105263157895,230.77017863289961,48,27,1488,40,30830,1141.851851851852,583.4856121050522,48
147.32.84.165,64.4.2.109,1747,80,6,117,1500,40,99042,846.5128205128206,720.1860824990844,2.231379985809326,2.86102294921875e-06,4.93812108039856,0.04257000931378069,0.21231665750527573,14,0.1206896551724138,47,1500,40,7438,158.25531914893617,380.57886861682704,48,70,1500,40,91604,1308.6285714285714,487.91495662457334,48
147.32.84.165,64.4.2.109,1489,80,6,27,1500,40,16115,596.8518518518518,582.0316717679675,0.16524195671081543,3.814697265625e-06,1.020007848739624,0.039231071105370156,0.06418894912706183,11,0.4230769230769231,12,1500,40,2981,248.41666666666666,470.73266622952303,48,15,1374,40,13134,875.6,507.6140003322735,48
147.32.84.165,190.77.235.75,1278,6667,6,2,48,48,96,48.0,0.0,2.9733550548553467,2.9733550548553467,2.9733550548553467,2.9733550548553467,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,212.117.171.138,1778,65500,6,128,1500,40,100594,785.890625,696.0746663700019,2.588736057281494,0.0001308917999267578,4.812829971313477,0.03789629898672029,0.23066632395902265,83,0.6535433070866141,78,1500,40,92025,1179.8076923076924,545.7744922136658,48,50,1500,40,8569,171.38,394.97422143729835,48
147.32.84.165,195.88.191.59,1059,80,6,53,1064,40,30823,581.566037735849,505.41966531967046,0.4698481559753418,7.152557373046875e-06,2.430840015411377,0.04674692337329571,0.10040149270626726,27,0.5192307692307693,22,224,40,1072,48.72727272727273,38.283846365823585,48,31,1064,40,29751,959.7096774193549,302.0150811816956,44
147.32.84.165,212.117.171.138,1319,65500,6,33,1500,40,11465,347.42424242424244,554.711665768422,1.5674638748168945,0.00014400482177734375,2.840117931365967,0.08875368535518646,0.27100376874653326,20,0.625,19,1500,40,7351,386.89473684210526,589.6808141731237,48,14,1500,40,4114,293.85714285714283,498.40801660929185,48
147.32.84.165,212.117.171.138,1769,65500,6,140,1500,40,101167,722.6214285714286,691.2878816058487,2.82283091545105,5.0067901611328125e-05,6.999583959579468,0.05035671913366523,0.2953749170619331,105,0.7553956834532374,79,1500,40,92048,1165.1645569620252,544.5264910941293,48,61,1500,40,9119,149.49180327868854,361.4631297865784,48
147.32.84.165,46.4.36.120,2090,443,6,6,48,40,264,44.0,4.0,0.47272491455078125,0.02729010581970215,1.0082430839538574,0.20164861679077148,0.213557674498962,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,77.127.115.133,1093,3128,6,2,48,48,96,48.0,0.0,2.9410760402679443,2.9410760402679443,2.9410760402679443,2.9410760402679443,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,60.190.223.75,1473,88,6,3,48,48,144,48.0,0.0,6.008262872695923,3.003887176513672,9.012150049209595,4.506075024604797,1.5021878480911255,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,46.4.36.120,2096,443,6,6,48,40,264,44.0,4.0,0.4729750156402588,0.027328014373779297,1.0083420276641846,0.2016684055328369,0.21356615044335517,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2019,443,6,6,48,40,264,44.0,4.0,0.47338414192199707,0.02729487419128418,1.0088109970092773,0.20176219940185547,0.21363566387321317,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,65.55.40.23,1378,443,6,120,1500,40,99552,829.6,705.9326738436181,0.40462183952331543,2.86102294921875e-06,2.7978198528289795,0.023511091200243524,0.06945518894408641,24,0.20168067226890757,48,1500,40,9481,197.52083333333334,407.95511342054806,48,72,1500,40,90071,1250.986111111111,525.0723890055426,48
147.32.84.165,91.220.0.52,1280,80,6,13,289,40,959,73.76923076923077,75.91711456597693,2.999835968017578,7.152557373046875e-06,3.3575339317321777,0.27979449431101483,0.8216777320914476,6,0.5,7,289,40,545,77.85714285714286,86.26939296914813,48,6,206,40,414,69.0,61.33786215163791,48
147.32.84.165,46.4.36.120,2134,443,6,6,48,40,264,44.0,4.0,0.47314000129699707,0.027348995208740234,1.0087649822235107,0.20175299644470215,0.2136457421386541,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,65.55.40.23,1349,443,6,67,1500,40,48905,729.9253731343283,699.4603743789589,0.7259669303894043,3.0994415283203125e-06,2.4305100440979004,0.0368259097590591,0.10085362793076189,16,0.24242424242424243,28,1500,40,4985,178.03571428571428,364.88143692191863,48,39,1500,40,43920,1126.1538461538462,607.6508164998212,48
147.32.84.165,95.58.134.226,1593,6667,6,2,48,48,96,48.0,0.0,2.9437010288238525,2.9437010288238525,2.9437010288238525,2.9437010288238525,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,212.117.171.138,1846,65500,6,38,1500,40,13122,345.3157894736842,562.0701447732563,1.2800359725952148,0.00011301040649414062,4.29737114906311,0.11614516619089488,0.2325663390805076,24,0.6486486486486487,19,1500,40,10526,554.0,669.4450962118591,48,19,1419,40,2596,136.6315789473684,310.7905387922388,48
147.32.84.165,64.12.168.40,2043,587,6,52,1064,40,5615,107.98076923076923,201.4265938427709,28.169806003570557,0.0002930164337158203,32.92326283454895,0.64555417322645,3.893169117080602,44,0.8627450980392157,24,1064,40,3496,145.66666666666666,277.5304287621249,48,28,462,40,2119,75.67857142857143,84.07524417849447,48
147.32.84.165,212.117.171.138,1954,65500,6,17,787,40,2188,128.7058823529412,233.23549439943926,3.5925309658050537,5.0067901611328125e-05,4.461219072341919,0.27882619202136993,0.8624580983586364,12,0.75,8,787,40,1087,135.875,246.13026911576722,48,9,747,40,1101,122.33333333333333,220.94795767329464,48
147.32.84.165,65.54.186.10,1843,443,6,37,1500,40,22727,614.2432432432432,669.8837093675049,1.2056190967559814,3.0994415283203125e-06,3.04396390914917,0.08455455303192139,0.20370730854482852,13,0.3611111111111111,18,559,40,1670,92.77777777777777,135.35203300839694,48,19,1500,40,21057,1108.2631578947369,595.6880888258341,48
147.32.84.165,92.47.55.219,2054,6667,6,2,48,48,96,48.0,0.0,2.9305667877197266,2.9305667877197266,2.9305667877197266,2.9305667877197266,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,209.85.148.147,1965,80,6,10,804,40,1927,192.7,301.439894506351,0.1810610294342041,8.106231689453125e-06,0.21396493911743164,0.02377388212415907,0.05573896271726031,5,0.5555555555555556,5,787,40,955,191.0,298.01610694725883,48,5,804,40,972,194.4,304.8157476246921,48
147.32.84.165,64.4.2.109,1554,80,6,30,1419,40,17985,599.5,629.5165737823482,0.265125036239624,3.814697265625e-06,1.452347993850708,0.05008096530519683,0.09044487971601901,11,0.3793103448275862,13,1064,40,2490,191.53846153846155,354.09182107396845,48,17,1419,40,15495,911.4705882352941,615.516054900951,48
147.32.84.165,64.4.56.103,1464,80,6,30,1500,40,18038,601.2666666666667,653.8186768686119,0.2614021301269531,4.0531158447265625e-06,1.1967651844024658,0.041267764979395376,0.07610843954089726,11,0.3793103448275862,13,1064,40,2532,194.76923076923077,361.36964962298515,48,17,1500,40,15506,912.1176470588235,656.9053009334477,48
147.32.84.165,46.4.36.120,2117,443,6,6,48,40,264,44.0,4.0,0.4736959934234619,0.02732110023498535,1.0086791515350342,0.20173583030700684,0.21363363025717633,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,65.54.186.10,1427,443,6,37,1500,40,22695,613.3783783783783,670.0309533532197,0.22263693809509277,5.9604644775390625e-06,1.8836770057678223,0.0523243612713284,0.0738492160198473,13,0.3611111111111111,18,519,40,1630,90.55555555555556,127.7968101767725,48,19,1500,40,21065,1108.6842105263158,595.396466993706,48
147.32.84.165,46.4.36.120,2127,443,6,6,48,40,264,44.0,4.0,0.4738349914550781,0.027376890182495117,1.0084929466247559,0.20169858932495116,0.21358427097348598,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,178.137.128.94,1480,6667,6,2,48,48,96,48.0,0.0,2.9941771030426025,2.9941771030426025,2.9941771030426025,2.9941771030426025,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,115.97.135.112,1083,3128,6,3,48,48,144,48.0,0.0,6.009220123291016,2.998309850692749,9.007529973983765,4.503764986991882,1.5054551362991333,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,46.4.36.120,2233,443,6,6,48,40,264,44.0,4.0,0.4729938507080078,0.027224063873291016,1.0081610679626465,0.2016322135925293,0.21359917582343407,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2022,443,6,6,48,40,264,44.0,4.0,0.47265195846557617,0.027385950088500977,1.008772850036621,0.20175457000732422,0.21361883954605218,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,216.157.130.15,2145,25,6,3,48,48,144,48.0,0.0,6.008488178253174,3.0037879943847656,9.01227617263794,4.50613808631897,1.502350091934204,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0
178.123.248.251,147.32.84.165,20293,2107,6,1,40,40,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,40,40,40,40,0.0,40,0,0,0,0,0,0.0,0
147.32.84.165,184.106.213.57,1334,6667,6,10,384,40,1022,102.2,121.82758308363505,0.13369011878967285,6.9141387939453125e-06,0.46512413024902344,0.05168045891655816,0.06026766664610177,5,0.5555555555555556,5,384,40,552,110.4,136.8350832206419,48,5,302,40,470,94.0,104.0461436094582,48
147.32.84.165,195.88.191.59,1062,80,6,150,1412,40,127383,849.22,671.6078307067799,2.723473072052002,3.0994415283203125e-06,7.139504909515381,0.047916140332317995,0.24196837168249308,75,0.5033557046979866,58,223,40,2511,43.293103448275865,23.825521393643275,48,92,1412,40,124872,1357.304347826087,259.67813434973147,48
147.32.84.165,94.63.150.52,1042,80,6,10,216,40,756,75.6,68.26888017244754,0.1353449821472168,0.00016188621520996094,0.4080009460449219,0.04533343844943576,0.06294949338265902,5,0.5555555555555556,5,208,40,376,75.2,66.47224984909116,48,5,216,40,380,76.0,70.01714075853141,44
147.32.84.165,212.117.171.138,1878,65500,6,23,1500,40,5523,240.1304347826087,465.7215350444499,6.569091081619263,1.0013580322265625e-05,9.067281007766724,0.41214913671666925,1.3730859740215775,13,0.5909090909090909,11,1260,40,1680,152.72727272727272,350.1669967598813,48,12,1500,40,3843,320.25,538.4214775619561,48
147.32.84.165,115.98.215.108,1077,3128,6,3,48,48,144,48.0,0.0,6.0086891651153564,3.0037219524383545,9.012411117553711,4.5062055587768555,1.502483606338501,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,46.4.36.120,2049,443,6,6,48,40,264,44.0,4.0,0.47414588928222656,0.027267932891845703,1.0095529556274414,0.2019105911254883,0.21386301885296924,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2045,443,6,6,48,40,264,44.0,4.0,0.46784090995788574,0.027484893798828125,1.008699893951416,0.20173997879028321,0.21342704236752968,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,65.54.234.78,1693,443,6,16,1500,40,5202,325.125,484.01961156031683,0.16538190841674805,1.5974044799804688e-05,1.120239019393921,0.07468260129292806,0.0748134853909844,11,0.7333333333333333,8,749,40,1364,170.5,229.7683616166508,48,8,1500,40,3838,479.75,606.5794980874313,48
147.32.84.165,209.85.148.147,1854,80,6,624,1470,40,567390,909.2788461538462,696.058693140244,2.074375867843628,2.86102294921875e-06,6.789280891418457,0.010897722137108278,0.09159388086242633,71,0.11396468699839486,237,648,40,10096,42.59915611814346,39.41164983539485,48,387,1470,40,557294,1440.0361757105943,196.35281416849222,48
147.32.84.165,212.117.171.138,1488,65500,6,55,1240,40,4621,84.01818181818182,169.12055849536782,29.937908172607422,0.00012302398681640625,33.660377979278564,0.623340332949603,4.027556651911651,38,0.7037037037037037,24,462,40,1893,78.875,90.27010971707818,48,31,1240,40,2728,88.0,210.7132281469985,48
147.32.84.165,163.21.59.10,1433,6667,6,2,48,48,96,48.0,0.0,2.998579978942871,2.998579978942871,2.998579978942871,2.998579978942871,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,212.117.171.138,1354,65500,6,172,1500,40,133863,778.2732558139535,693.8014600942655,1.8514938354492188,8.606910705566406e-05,4.313480854034424,0.025225034234119436,0.1425344823678399,123,0.7192982456140351,104,1500,40,127617,1227.0865384615386,496.8018315372708,48,68,1500,40,6246,91.8529411764706,246.64580848717185,48
147.32.84.165,212.117.171.138,1592,65500,6,18,1299,40,2837,157.61111111111111,332.0619317886497,5.001902103424072,8.106231689453125e-06,6.093622922897339,0.35844840722925525,1.1637141069724029,12,0.7058823529411765,9,845,40,1185,131.66666666666666,252.22741061721794,48,9,1299,40,1652,183.55555555555554,394.4177455752864,48
147.32.84.165,46.4.36.120,2024,443,6,6,48,40,264,44.0,4.0,0.471545934677124,0.027239084243774414,1.0087640285491943,0.20175280570983886,0.21316634619921337,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,94.245.116.13,1725,443,6,22,1500,40,8914,405.1818181818182,543.7728165631837,0.13674116134643555,5.0067901611328125e-06,0.9334728717803955,0.044451089132399785,0.04619464024606612,14,0.6666666666666666,10,1133,40,2852,285.2,412.05625829490805,48,12,1500,40,6062,505.1666666666667,615.3137185389436,48
147.32.84.165,94.63.150.52,1043,80,6,10,216,40,754,75.4,67.88254562109468,0.1349811553955078,8.106231689453125e-06,0.40810298919677734,0.045344776577419706,0.06282645788933895,5,0.5555555555555556,5,206,40,374,74.8,65.67312996956974,48,5,216,40,380,76.0,70.01714075853141,44
147.32.84.165,212.117.171.138,2000,65500,6,132,1500,40,101723,770.6287878787879,702.3025270311138,1.9022789001464844,6.9141387939453125e-06,5.0005669593811035,0.03817226686550461,0.18809853643675128,95,0.7251908396946565,76,1500,40,93771,1233.828947368421,502.6990673553559,48,56,1500,40,7952,142.0,365.0987635460536,48
147.32.84.165,212.117.171.138,1312,65500,6,27,1500,40,5700,211.11111111111111,399.3151853911276,2.0063610076904297,0.00015807151794433594,3.2435920238494873,0.12475353937882644,0.38141258957714796,16,0.6153846153846154,16,1500,40,4170,260.625,481.6539051798501,48,11,781,40,1530,139.0909090909091,212.57959131729484,48
147.32.84.165,46.4.36.120,1762,443,6,6,48,40,264,44.0,4.0,0.4755079746246338,0.027338027954101562,1.0060131549835205,0.2012026309967041,0.21293448531349687,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2231,443,6,6,48,40,264,44.0,4.0,0.47314000129699707,0.02730107307434082,1.0080831050872803,0.20161662101745606,0.21356243714757495,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,65.54.234.78,1316,443,6,16,1500,40,5234,327.125,485.82968659294585,0.16737008094787598,5.0067901611328125e-05,1.1274199485778809,0.07516132990519206,0.07635609646281594,11,0.7333333333333333,8,781,40,1396,174.5,239.86141832316426,48,8,1500,40,3838,479.75,606.5794980874313,48
147.32.84.165,46.4.36.120,2160,443,6,6,48,40,264,44.0,4.0,0.47328901290893555,0.02708601951599121,1.0085899829864502,0.20171799659729003,0.21370258285501195,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,46.4.36.120,2098,443,6,6,48,40,264,44.0,4.0,0.4734458923339844,0.027215957641601562,1.0093438625335693,0.20186877250671387,0.2138447712376648,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,124.125.21.140,1634,6667,6,2,48,48,96,48.0,0.0,2.9439878463745117,2.9439878463745117,2.9439878463745117,2.9439878463745117,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,112.110.18.151,1994,6667,6,2,48,48,96,48.0,0.0,2.964169979095459,2.964169979095459,2.964169979095459,2.964169979095459,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,65.55.255.9,1458,80,6,29,1499,40,17828,614.7586206896551,667.2941064438148,0.20068597793579102,3.814697265625e-06,0.8426711559295654,0.030095398426055908,0.05477682708872747,11,0.39285714285714285,13,1064,40,2298,176.76923076923077,323.67841444299523,48,16,1499,40,15530,970.625,662.9043930877212,48
147.32.84.165,65.55.40.23,1381,443,6,119,1500,40,99592,836.90756302521,705.1622495412632,0.43740415573120117,2.86102294921875e-06,2.6307640075683594,0.022294610233630163,0.059951758295160466,24,0.2033898305084746,47,1500,40,9505,202.2340425531915,413.8627181559151,48,72,1500,40,90087,1251.2083333333333,524.8331728987796,48
147.32.84.165,65.55.72.7,1779,443,6,117,1500,40,98586,842.6153846153846,705.9796230341084,0.4682118892669678,2.86102294921875e-06,2.131505012512207,0.018375043211312128,0.056493807383456614,26,0.22413793103448276,46,1500,40,8327,181.02173913043478,388.4160974326393,48,71,1500,40,90259,1271.2535211267605,506.22048078249276,48
147.32.84.165,212.117.171.138,1907,65500,6,35,1500,40,16591,474.0285714285714,645.631583831535,1.0093159675598145,1.0967254638671875e-05,2.0604608058929443,0.06060178840861601,0.17449681342751786,26,0.7647058823529411,17,1500,40,13252,779.5294117647059,707.7714916758557,48,18,1500,40,3339,185.5,407.4525534750437,48
147.32.84.165,46.4.36.120,2013,443,6,6,48,40,264,44.0,4.0,0.4733889102935791,0.02728414535522461,1.0082740783691406,0.20165481567382812,0.21348294905245435,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
147.32.84.165,78.58.99.95,2168,6667,6,2,48,48,96,48.0,0.0,2.9730279445648193,2.9730279445648193,2.9730279445648193,2.9730279445648193,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0
147.32.84.165,46.4.36.120,2208,443,6,6,48,40,264,44.0,4.0,0.4732959270477295,0.027363061904907227,1.0094130039215088,0.20188260078430176,0.21378488169579757,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40
